NAME,INCHKEY,SMILES,Experimental Retention Time,XGBOOST,RANDOM FOREST,BRNN,LIGHTGBM,KERAS,,XGBOOST,BRNN,RANDOM FOREST,LIGHTGBM,KERAS
Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C(C)C)O,1.53,2.13,1.83,2.58,2.34,3.83,,0.60,0.31,1.05,0.81,2.30
Tiagabine,PBJUNZJWGZTSKL-MRXNPFEDSA-N,CC1=C(SC=C1)C(=CCC[NH+]2CCCC(C2)C(=O)[O-])C3=C(C=CS3)C,3.94,3.70,3.80,3.45,3.61,3.97,,0.24,0.14,0.49,0.33,0.03
Ticlopidine,PHWBOXQYWZNQIN-UHFFFAOYSA-N,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,1.12,1.88,1.81,2.39,1.83,2.28,,0.76,0.69,1.26,0.71,1.16
Tinidazole,HJLSLZFTEKNLFI-UHFFFAOYSA-N,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,1.04,1.31,1.36,1.39,1.31,1.71,,0.27,0.32,0.35,0.27,0.67
Tocainide,BUJAGSGYPOAWEI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)NC(=O)C(C)N,4.97,4.52,4.68,3.54,3.98,3.39,,0.45,0.29,1.42,0.99,1.57
Tolterodine,OOGJQPCLVADCPB-HXUWFJFHSA-N,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,2.13,2.13,2.18,2.08,2.17,1.84,,0.00,0.04,0.05,0.03,0.29
Tomelukast,MWYHLEQJTQJHSS-UHFFFAOYSA-N,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCCC2=NNN=N2,1.04,1.42,1.19,1.89,1.35,1.74,,0.38,0.15,0.85,0.31,0.71
Topiramate,KJADKKWYZYXHBB-XBWDGYHZSA-N,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,1.10,1.73,2.16,1.78,1.29,0.50,,0.63,1.06,0.68,0.19,0.60
Topotecan,UCFGDBYHRUNTLO-QHCPKHFHSA-N,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O,5.72,5.33,5.23,4.73,5.16,5.04,,0.39,0.49,0.98,0.56,0.68
Toradol,OZWKMVRBQXNZKK-UHFFFAOYSA-N,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,1.29,1.51,1.34,1.78,1.31,1.16,,0.22,0.05,0.49,0.03,0.13
Torasemide,NGBFQHCMQULJNZ-UHFFFAOYSA-N,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,1.45,1.32,1.93,1.30,1.38,1.60,,0.13,0.48,0.14,0.07,0.15
Toremifene,XFCLJVABOIYOMF-QPLCGJKRSA-N,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,1.89,1.83,2.01,1.25,1.79,1.60,,0.06,0.12,0.64,0.10,0.29
Tosufloxacin,WUWFMDMBOJLQIV-UHFFFAOYSA-N,C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F,4.87,4.60,4.46,4.00,4.35,4.48,,0.27,0.41,0.87,0.53,0.39
Tramadol,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,2.52,2.82,2.69,2.95,2.90,3.21,,0.30,0.16,0.43,0.38,0.69
Tranilast,NZHGWWWHIYHZNX-CSKARUKUSA-N,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,1.26,1.37,1.29,1.00,1.67,1.36,,0.11,0.03,0.26,0.41,0.10
Trazodone,PHLBKPHSAVXXEF-UHFFFAOYSA-N,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.38,2.29,2.42,2.21,2.16,2.80,,0.09,0.04,0.17,0.22,0.42
Triazolam,JOFWLTCLBGQGBO-UHFFFAOYSA-N,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,1.30,1.25,1.28,1.43,1.43,1.22,,0.05,0.01,0.13,0.13,0.08
Triclabendazole,NQPDXQQQCQDHHW-UHFFFAOYSA-N,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,1.01,0.94,1.12,0.94,1.03,1.62,,0.07,0.11,0.07,0.02,0.62
Trifluoperazine,ZEWQUBUPAILYHI-UHFFFAOYSA-N,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,2.15,2.29,2.32,2.61,2.26,2.57,,0.14,0.18,0.46,0.12,0.43
Trileptal,CTRLABGOLIVAIY-UHFFFAOYSA-N,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,1.13,1.30,1.25,0.92,1.15,0.68,,0.17,0.12,0.20,0.03,0.45
Trimebutine,LORDFXWUHHSAQU-UHFFFAOYSA-N,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C,1.47,1.77,1.82,1.21,1.92,0.85,,0.30,0.36,0.26,0.45,0.62
Trimipramine,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,2.25,2.16,2.23,2.86,2.10,2.34,,0.09,0.02,0.61,0.15,0.09
Tripelennamine,UFLGIAIHIAPJJC-UHFFFAOYSA-N,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,1.98,2.46,2.29,2.81,2.34,3.23,,0.48,0.31,0.83,0.36,1.25
Tropisetron,ZNRGQMMCGHDTEI-FUNVUKJBSA-N,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,3.81,3.62,3.66,3.10,3.86,3.34,,0.19,0.15,0.71,0.05,0.47
Troxipide,YSIITVVESCNIPR-UHFFFAOYSA-N,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2,5.04,4.39,4.57,4.07,4.49,3.76,,0.65,0.46,0.96,0.55,1.27
Tryptoline,CFTOTSJVQRFXOF-UHFFFAOYSA-N,C1CNCC2=C1C3=CC=CC=C3N2,4.90,5.03,4.65,3.91,5.14,4.25,,0.13,0.25,0.99,0.24,0.65
Tryptophanamide,JLSKPBDKNIXMBS-VIFPVBQESA-N,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)N)N,5.91,5.43,5.62,5.09,5.48,5.15,,0.48,0.29,0.82,0.43,0.76
Tyr-Tyr-Tyr,RMRFSFXLFWWAJZ-UHFFFAOYSA-N,C1=CC(=CC=C1CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)N)O,7.09,6.76,6.79,7.74,6.93,7.23,,0.33,0.29,0.65,0.16,0.14
Tyr-Tyr,JAQGKXUEKGKTKX-HOTGVXAUSA-N,C1=CC(=CC=C1CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)[O-])[NH3+])O,7.38,6.99,6.94,7.45,7.08,7.54,,0.39,0.44,0.08,0.30,0.16
Tyramine,DZGWFCGJZKJUFP-UHFFFAOYSA-N,C1=CC(=CC=C1CCN)O,5.58,5.69,5.30,4.39,5.74,4.74,,0.11,0.28,1.19,0.15,0.84
Tyrosine,OUYCCCASQSFEME-QMMMGPOBSA-N,C1=CC(=CC=C1CC(C(=O)O)N)O,7.61,7.62,7.63,7.50,7.69,7.64,,0.01,0.02,0.11,0.08,0.03
UNII-UGT5535REQ,GOTMKOSCLKVOGG-OAHLLOKOSA-N,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Cl,2.89,2.80,2.83,2.73,2.82,3.30,,0.09,0.05,0.16,0.06,0.41
Uracil,ISAKRJDGNUQOIC-UHFFFAOYSA-N,C1=CNC(=O)NC1=O,2.40,2.44,2.65,2.35,2.42,3.16,,0.04,0.25,0.05,0.02,0.76
Urapidil,ICMGLRUYEQNHPF-UHFFFAOYSA-N,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,4.58,3.54,3.98,4.76,3.71,3.53,,1.04,0.60,0.18,0.87,1.05
Ureidoglutaric acid,LCQLHJZYVOQKHU-UHFFFAOYSA-N,C(CC(=O)O)C(C(=O)O)NC(=O)N,7.80,7.96,7.74,6.72,7.88,8.47,,0.16,0.06,1.08,0.08,0.67
Uridine 5'-monophosphate,DJJCXFVJDGTHFX-XVFCMESISA-N,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,8.97,8.99,8.99,8.76,8.99,9.47,,0.02,0.01,0.22,0.01,0.49
Uridine-5-diphosphoacetylgalactosamine,LFTYTUAZOPRMMI-NESSUJCYSA-N,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,9.83,9.94,9.71,10.33,9.85,9.73,,0.11,0.12,0.50,0.02,0.10
Uridine-5-diphosphoacetylglucosamine,LFTYTUAZOPRMMI-MPIASZHXSA-N,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,9.87,9.94,9.71,10.33,9.85,9.73,,0.07,0.17,0.45,0.03,0.14
Uridine,DRTQHJPVMGBUCF-XVFCMESISA-N,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,4.72,4.64,4.62,4.55,4.06,4.10,,0.08,0.10,0.17,0.66,0.62
Urocanic acid,LOIYMIARKYCTBW-OWOJBTEDSA-N,C1=C(NC=N1)C=CC(=O)O,3.69,4.02,4.05,5.64,4.07,6.36,,0.33,0.36,1.95,0.38,2.67
Valaciclovir,HDOVUKNUBWVHOX-QMMMGPOBSA-N,CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N,6.83,6.31,6.13,5.81,6.46,6.57,,0.52,0.70,1.01,0.36,0.25
Valdecoxib,LNPDTQAFDNKSHK-UHFFFAOYSA-N,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,1.01,0.90,1.06,0.54,1.10,0.29,,0.11,0.05,0.48,0.08,0.73
Valsartan,ACWBQPMHZXGDFX-QFIPXVFZSA-N,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,1.69,1.92,1.91,1.57,2.04,1.95,,0.23,0.22,0.12,0.35,0.26
Vanillin,MWOOGOJBHIARFG-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C=O)O,1.15,1.43,1.78,1.79,1.42,2.74,,0.28,0.63,0.65,0.27,1.59
Vardenafil,SECKRCOLJRRGGV-UHFFFAOYSA-N,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,1.70,2.17,2.03,2.22,1.74,3.31,,0.47,0.33,0.52,0.04,1.61
Venlafaxine,PNVNVHUZROJLTJ-UHFFFAOYSA-N,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,2.44,2.72,2.65,2.97,2.92,2.90,,0.28,0.21,0.52,0.48,0.46
Verapamil,SGTNSNPWRIOYBX-UHFFFAOYSA-N,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,1.88,2.12,1.98,1.11,2.03,1.23,,0.24,0.11,0.77,0.15,0.65
Vercuronium,BGSZAXLLHYERSY-XQIGCQGXSA-N,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,5.53,4.18,4.69,4.64,4.14,2.82,,1.35,0.83,0.89,1.38,2.70
Vesamicol,YSSBJODGIYRAMI-IAGOWNOFSA-N,C1CCC(C(C1)N2CCC(CC2)C3=CC=CC=C3)O,2.65,3.23,3.00,3.56,3.46,3.62,,0.58,0.36,0.91,0.82,0.97
Vincristine,OGWKCGZFUXNPDA-XQKSVPLYSA-N,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,3.70,4.41,3.94,4.51,4.45,2.66,,0.71,0.24,0.80,0.75,1.05
Vindesine,HHJUWIANJFBDHT-KOTLKJBCSA-N,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O,5.76,4.83,4.92,5.74,5.11,2.74,,0.93,0.84,0.02,0.66,3.02
Vinorelbine,GBABOYUKABKIAF-BXZSYHTRSA-N,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,4.76,4.24,4.31,3.90,4.32,2.41,,0.52,0.46,0.87,0.44,2.35
Vinyl Carbamate,LVLANIHJQRZTPY-UHFFFAOYSA-N,C=COC(=O)N,1.34,2.53,2.47,3.39,2.52,3.31,,1.19,1.14,2.05,1.18,1.97
Viramune,NQDJXKOVJZTUJA-UHFFFAOYSA-N,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,1.16,1.57,1.30,1.95,1.35,3.59,,0.41,0.15,0.79,0.19,2.43
Vitexin,SGEWCQFRYRRZDC-VPRICQMDSA-N,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,5.33,5.32,5.27,4.37,5.46,5.75,,0.01,0.06,0.97,0.13,0.42
Voriconazole,BCEHBSKCWLPMDN-MGPLVRAMSA-N,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,1.02,1.50,1.52,1.42,1.31,1.22,,0.48,0.50,0.39,0.29,0.19
Warfarin,PJVWKTKQMONHTI-UHFFFAOYSA-N,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,0.99,0.99,1.04,0.48,1.12,1.05,,0.00,0.05,0.52,0.13,0.06
Willardiine,FACUYWPMDKTVFU-BYPYZUCNSA-N,C1=CN(C(=O)NC1=O)CC(C(=O)O)N,8.72,8.78,8.44,7.88,9.15,8.02,,0.06,0.29,0.84,0.43,0.70
Xanthinol,DSFGXPJYDCSWTA-UHFFFAOYSA-N,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O,6.01,5.58,5.56,5.49,5.57,5.37,,0.43,0.45,0.53,0.44,0.64
Xanthosine,UBORTCNDUKBEOP-UUOKFMHZSA-N,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O,7.30,6.55,6.56,5.81,7.25,5.58,,0.75,0.74,1.49,0.06,1.72
Xanthotoxin,QXKHYNVANLEOEG-UHFFFAOYSA-N,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,1.04,1.20,1.24,1.36,1.02,1.46,,0.16,0.20,0.31,0.02,0.41
Zacopride,FEROPKNOYKURCJ-UHFFFAOYSA-N,COC1=CC(=C(C=C1C(=O)NC2CN3CCC2CC3)Cl)N,4.66,4.05,4.39,4.43,3.97,3.97,,0.61,0.27,0.23,0.69,0.69
Zafirlukast,YEEZWCHGZNKEEK-UHFFFAOYSA-N,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,1.00,0.98,1.12,0.84,0.83,1.27,,0.02,0.12,0.16,0.17,0.27
Zaleplon,HUNXMJYCHXQEGX-UHFFFAOYSA-N,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,1.02,1.28,1.09,0.78,1.22,2.24,,0.26,0.07,0.24,0.21,1.22
Zardaverine,HJMQDJPMQIHLPB-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F,1.19,1.32,1.26,1.39,1.40,1.87,,0.13,0.07,0.20,0.21,0.68
Zeranol,DWTTZBARDOXEAM-GXTWGEPZSA-N,CC1CCCC(CCCCCC2=CC(=CC(=C2C(=O)O1)O)O)O,1.11,1.33,1.36,2.02,1.42,3.22,,0.22,0.25,0.91,0.31,2.11
Zileuton,MWLSOWXNZPKENC-UHFFFAOYSA-N,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,1.23,1.62,1.53,1.71,1.67,1.87,,0.39,0.29,0.48,0.44,0.64
Zolmitriptan,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,4.80,4.58,4.54,4.49,4.82,4.43,,0.22,0.26,0.30,0.03,0.37
Zolpidem,ZAFYATHCZYHLPB-UHFFFAOYSA-N,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,1.62,1.33,1.45,1.65,1.47,1.36,,0.29,0.16,0.04,0.15,0.25
"1,3,5(10)-Estratrien-3-ol-17-one",DNXHEGUUPJUMQT-CBZIJGRNSA-N,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,1.01,1.33,1.05,1.18,1.30,0.71,,0.32,0.04,0.17,0.29,0.30
"1,5-Anhydrosorbitol",MPCAJMNYNOGXPB-UHFFFAOYSA-N,C1C(C(C(C(O1)CO)O)O)O,0.92,1.98,2.12,4.74,1.59,4.37,,1.06,1.20,3.82,0.67,3.45
"1,7-Dimethylxanthine",QUNWUDVFRNGTCO-UHFFFAOYSA-N,CN1C=NC2=C1C(=O)N(C(=O)N2)C,1.69,1.76,1.80,1.97,1.45,2.49,,0.07,0.12,0.29,0.24,0.81
1-Methyluric acid,QFDRTQONISXGJA-UHFFFAOYSA-N,CN1C(=O)C2=C(NC(=O)N2)NC1=O,2.18,2.56,2.65,2.97,2.73,4.01,,0.38,0.48,0.79,0.55,1.83
1-Monostearin,VBICKXHEKHSIBG-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O,0.99,1.05,1.22,1.66,1.29,1.60,,0.06,0.23,0.67,0.31,0.61
2'-Deoxyadenosine,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,C1C(C(OC1N2C=NC3=C2N=CN=C3N)CO)O,3.92,3.91,3.94,3.77,3.91,3.08,,0.01,0.02,0.15,0.01,0.84
2-Deoxyribose,ASJSAQIRZKANQN-CRCLSJGQSA-N,C(C=O)C(C(CO)O)O,1.42,1.35,1.98,3.13,1.16,2.49,,0.07,0.55,1.71,0.26,1.07
2-Hydroxy-3-methylbutyric acid,NGEWQZIDQIYUNV-UHFFFAOYSA-N,CC(C)C(C(=O)O)O,1.29,2.20,2.18,3.19,2.18,5.03,,0.91,0.90,1.90,0.89,3.75
2-Hydroxy-4-methylpentanoic acid,LVRFTAZAXQPQHI-UHFFFAOYSA-N,CC(C)CC(C(=O)O)O,1.57,1.74,2.26,2.67,1.92,4.54,,0.17,0.69,1.10,0.35,2.97
2-Hydroxyglutaric acid,HWXBTNAVRSUOJR-UHFFFAOYSA-N,C(CC(=O)O)C(C(=O)O)O,0.91,2.68,3.00,5.84,1.92,6.67,,1.77,2.09,4.92,1.01,5.76
2-Myristoylglycerol,TVIMZSOUQXNWHO-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC(CO)CO,1.01,1.20,1.20,1.83,1.37,2.23,,0.19,0.19,0.82,0.36,1.21
2'-O-Methyladenosine,IQZWKGWOBPJWMX-IOSLPCCCSA-N,CC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,2.64,4.01,3.59,5.01,4.11,4.53,,1.37,0.96,2.37,1.47,1.90
2-Palmitoylglycerol,BBNYCLAREVXOSG-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC(CO)CO,0.99,1.16,1.12,1.78,1.37,1.97,,0.17,0.13,0.79,0.38,0.98
"3,4-Methylenedioxyethamphetamine",PVXVWWANJIWJOO-UHFFFAOYSA-N,CCNC(C)CC1=CC2=C(C=C1)OCO2,2.94,3.01,3.22,3.47,2.98,3.39,,0.07,0.28,0.53,0.04,0.45
3-Aminoisobutyric acid,QCHPKSFMDHPSNR-UHFFFAOYSA-N,CC(C[NH3+])C(=O)[O-],7.40,7.29,7.21,7.50,7.40,7.61,,0.11,0.19,0.10,0.00,0.21
3-Hydroxyvaleric acid,REKYPYSUBKSCAT-UHFFFAOYSA-N,CCC(CC(=O)O)O,1.29,1.70,2.47,3.32,1.74,4.04,,0.41,1.18,2.04,0.46,2.75
3-Methyluridine,UTQUILVPBZEHTK-ZOQUXTDFSA-N,CN1C(=O)C=CN(C1=O)C2C(C(C(O2)CO)O)O,1.12,2.79,2.28,3.41,2.67,4.76,,1.67,1.15,2.28,1.55,3.64
3-Octanol,NMRPBPVERJPACX-UHFFFAOYSA-N,CCCCCC(CC)O,8.47,7.62,7.50,3.83,7.97,4.22,,0.85,0.97,4.64,0.50,4.25
3-Trimethylsilylpropionic acid,NONFLFDSOSZQHR-UHFFFAOYSA-N,C[Si](C)(C)CCC(=O)O,5.64,4.96,4.91,4.88,5.09,4.22,,0.68,0.73,0.76,0.55,1.42
4-Aminomethylcyclohexanecarboxylic acid,GYDJEQRTZSCIOI-LJGSYFOKSA-N,C1CC(CCC1CN)C(=O)O,6.60,6.42,6.29,6.58,6.67,6.87,,0.18,0.31,0.02,0.07,0.27
4-Aminophenol,PLIKAWJENQZMHA-UHFFFAOYSA-N,C1=CC(=CC=C1N)O,1.34,1.50,1.84,3.57,1.62,2.74,,0.16,0.50,2.23,0.28,1.40
4-Hexylresorcinol,WFJIVOKAWHGMBH-UHFFFAOYSA-N,CCCCCCC1=C(C=C(C=C1)O)O,1.63,1.76,1.76,2.14,1.57,3.59,,0.13,0.13,0.51,0.05,1.96
"5,6-Dihydro-5-methyluracil",NBAKTGXDIBVZOO-UHFFFAOYSA-N,CC1CNC(=O)NC1=O,1.57,2.03,2.07,1.93,2.35,2.13,,0.46,0.50,0.36,0.78,0.56
5-Cholesten-3-beta-7-alpha-diol,OYXZMSRRJOYLLO-RVOWOUOISA-N,CC(CCCC(C)C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C,3.36,2.22,2.64,1.58,2.36,1.57,,1.14,0.72,1.78,1.01,1.79
5-Methyl-3-deoxyuridine,UYUWZFRYAAHPDN-LKEWCRSYSA-N,CC1=CN(C(=O)NC1=O)C2C(CC(O2)CO)O,2.60,2.51,2.57,3.72,2.54,2.95,,0.09,0.04,1.12,0.06,0.35
6-Azuridine,WYXSYVWAUAUWLD-SHUUEZRQSA-N,C1=NN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,4.31,4.88,4.47,4.70,5.06,4.14,,0.57,0.16,0.38,0.75,0.18
7-Nitroindazole,PQCAUHUKTBHUSA-UHFFFAOYSA-N,C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,1.03,1.01,1.44,1.18,0.96,3.51,,0.02,0.41,0.14,0.07,2.47
Acetylisatin,LPGDEHBASRKTDG-UHFFFAOYSA-N,CC(=O)N1C2=CC=CC=C2C(=O)C1=O,2.40,1.98,2.17,1.01,2.28,0.99,,0.42,0.24,1.39,0.12,1.42
ADMA,YDGMGEXADBMOMJ-LURJTMIESA-N,CN(C)C(=NCCCC(C(=O)O)N)N,8.55,9.00,8.55,8.94,8.92,8.38,,0.45,0.00,0.40,0.38,0.16
Allothreonine,AYFVYJQAPQTCCC-HRFVKAFMSA-N,CC(C(C(=O)[O-])[NH3+])O,7.95,8.10,7.85,7.58,8.03,8.09,,0.15,0.09,0.37,0.08,0.14
alpha-Keto-gamma-(methylthio)butyric acid,SXFSQZDSUWACKX-UHFFFAOYSA-N,CSCCC(=O)C(=O)O,0.92,1.64,2.00,2.08,1.37,3.12,,0.72,1.08,1.16,0.45,2.20
alpha-Methylhistidine,HRRYYCWYCMJNGA-UHFFFAOYSA-N,CC(CC1=CN=CN1)(C(=O)O)N,8.68,8.95,8.53,8.45,8.79,8.73,,0.27,0.15,0.22,0.11,0.05
Ascorbic acid,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,C(C(C1C(=C(C(=O)O1)O)O)O)O,1.44,1.90,2.59,4.02,1.59,5.88,,0.46,1.16,2.59,0.15,4.45
Azelastine,MBUVEWMHONZEQD-UHFFFAOYSA-N,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,2.95,2.55,2.77,2.43,2.58,2.74,,0.40,0.18,0.52,0.37,0.21
Benzoylecgonine,GVGYEFKIHJTNQZ-RFQIPJPRSA-N,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)O,3.63,4.15,3.79,4.25,4.15,4.68,,0.52,0.16,0.62,0.52,1.05
Benzphetamine,YXKTVDFXDRQTKV-HNNXBMFYSA-N,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,2.01,1.94,2.04,2.75,1.85,2.31,,0.07,0.03,0.75,0.16,0.30
beta-Hydroxyisovaleric acid,AXFYFNCPONWUHW-UHFFFAOYSA-N,CC(C)(CC(=O)O)O,4.55,4.23,4.16,3.31,4.03,5.26,,0.32,0.39,1.24,0.52,0.71
Bicalutamide,LKJPYSCBVHEWIU-UHFFFAOYSA-N,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,0.99,1.28,1.30,0.36,1.43,1.23,,0.29,0.31,0.62,0.45,0.25
Biliverdin,QBUVFDKTZJNUPP-BBROENKCSA-N,CC1=C(C(=CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)NC1=CC4=NC(=O)C(=C4C)C=C)CCC(=O)O,2.35,2.64,2.65,2.23,2.49,2.13,,0.29,0.30,0.12,0.14,0.22
Butyrylglycine,WPSSBBPLVMTKRN-UHFFFAOYSA-N,CCCC(=O)NCC(=O)O,3.73,3.65,4.02,3.71,3.52,4.81,,0.08,0.29,0.01,0.21,1.08
Camalexin,IYODIJVWGPRBGQ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)C3=NC=CS3,1.05,1.16,1.39,1.77,0.94,1.16,,0.11,0.34,0.72,0.11,0.11
Carboxyibuprofen,DIVLBIVDYADZPL-UHFFFAOYSA-N,CC(CC1=CC=C(C=C1)C(C)C(=O)O)C(=O)O,1.11,1.55,1.23,3.08,1.55,3.62,,0.44,0.13,1.97,0.44,2.51
Catechin,PFTAWBLQPZVEMU-DZGCQCFKSA-N,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,4.11,3.64,3.54,3.76,3.87,5.01,,0.47,0.57,0.36,0.24,0.90
Chlorogenic acid,CWVRJTMFETXNAD-JUHZACGLSA-N,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,6.68,6.83,6.48,4.78,6.40,6.86,,0.15,0.20,1.90,0.28,0.18
